stamp_sec,cx,cy,w,h,cx_ref,cy_ref,D0,transformX,transformY,transformZ
1760589226.0,434.0,397.5,158.0,157.0,360.0,480.0,300.0,-0.13099999999999978,0.33699999999999974,-4.382
1760589264.0,214.0,116.0,168.0,168.0,360.0,480.0,300.0,1.3719999999999999,1.4859999999999998,-4.05
1760589306.0,930.5,645.5,59.0,149.0,360.0,480.0,300.0,1.8940000000000001,2.2300000000000004,-3.878
1760589343.0,572.3295288085938,78.78030395507812,142.0,142.0,360.0,480.0,300.0,1.4800000000000004,-0.387,-3.792
1760589383.0,333.5,605.0,133.0,134.0,360.0,480.0,300.0,-1.544,1.048,-5.321
1760589423.0,221.0,254.5,160.0,161.0,360.0,480.0,300.0,0.6659999999999999,1.5119999999999996,-4.3100000000000005
1760589463.0,798.0,593.0,162.0,162.0,360.0,480.0,300.0,-1.201,-1.67,-4.237
1760589503.0,435.5,319.5,137.0,137.0,360.0,480.0,300.0,0.3450000000000002,0.367,-5.148
1760589542.0,892.4369506835938,193.46945190429688,132.0,132.0,360.0,480.0,300.0,0.8399999999999999,-2.295,-4.332
1760589584.0,395.0,125.0,140.0,140.0,360.0,480.0,300.0,1.5709999999999997,0.617,-5.016
1760589622.0,579.5,566.5,179.0,179.0,360.0,480.0,300.0,-0.948,-0.41999999999999993,-3.792
1760589662.0,384.0,442.0,178.0,178.0,360.0,480.0,300.0,-0.3290000000000002,0.5590000000000002,-3.8120000000000003
1760589701.0,393.5,325.5,187.0,187.0,360.0,480.0,300.0,0.246,0.4900000000000002,-3.593
1760589739.0,170.5,99.0,133.0,132.0,360.0,480.0,300.0,1.8289999999999997,2.152,-5.353
1760589779.0,639.5,472.0,137.0,136.0,360.0,480.0,300.0,-0.6480000000000001,-0.9649999999999999,-5.188
1760589816.0,109.5,5.136363744735718,12.0,12.000000476837158,360.0,480.0,300.0,1.992,1.8319999999999999,-3.815
1760589853.0,279.5,173.5,163.0,163.0,360.0,480.0,300.0,1.0979999999999999,1.1719999999999997,-4.225
1760589893.0,722.5,517.5,179.0,179.0,360.0,480.0,300.0,-0.7069999999999999,-1.1360000000000001,-3.7720000000000002
1760589931.0,361.5,250.5,135.0,135.0,360.0,480.0,300.0,0.7999999999999998,0.8540000000000001,-5.21
1760589973.0,525.0,221.0,146.0,148.0,360.0,480.0,300.0,0.9209999999999998,-0.19499999999999984,-4.756
1760590010.0,11.5,22.0,23.0,44.0,360.0,480.0,300.0,1.8339999999999996,2.431,-3.634
1760590050.0,651.0,331.0,166.0,166.0,360.0,480.0,300.0,0.23399999999999999,-0.839,-4.129
1760590091.0,433.0,225.0,172.0,172.0,360.0,480.0,300.0,0.7810000000000001,0.3200000000000003,-3.942
1760590131.0,857.0,333.0,136.0,136.0,360.0,480.0,300.0,0.2589999999999999,-2.393,-5.212
1760590170.0,755.0,386.5,172.0,173.0,360.0,480.0,300.0,-0.053999999999999826,-1.339,-3.9539999999999997
1760590209.0,456.0,483.0,158.0,158.0,360.0,480.0,300.0,-0.6110000000000002,0.21300000000000008,-4.354
1760590250.0,665.5,363.0,133.0,134.0,360.0,480.0,300.0,0.06099999999999994,-1.1629999999999998,-5.317
1760590290.0,694.5,440.5,183.0,183.0,360.0,480.0,300.0,-0.31300000000000017,-0.9729999999999999,-3.693
1760590329.0,244.5,349.5,147.0,147.0,360.0,480.0,300.0,0.14400000000000013,1.5030000000000001,-4.741
1760590369.0,401.5,365.5,157.0,157.0,360.0,480.0,300.0,0.04899999999999993,0.5229999999999997,-4.411
1760590409.0,851.5,442.5,137.0,137.0,360.0,480.0,300.0,-0.45299999999999985,-2.341,-5.16
1760590449.0,655.5,537.0,167.0,168.0,360.0,480.0,300.0,-0.8599999999999999,-0.8570000000000002,-4.064
1760590487.0,553.5,266.5,161.0,161.0,360.0,480.0,300.0,0.5960000000000001,-0.32799999999999985,-4.253
1760590527.0,931.5,645.5,57.0,149.0,360.0,480.0,300.0,0.3599999999999999,2.2039999999999997,-3.535
1760590567.0,739.0,406.5,142.0,141.0,360.0,480.0,300.0,-0.20999999999999996,-1.552,-5.004
1760590610.0,618.0,186.5,136.0,137.0,360.0,480.0,300.0,1.21,-0.8199999999999998,-5.147
1760590649.0,940.0,26.0,40.0,52.0,360.0,480.0,300.0,0.8740000000000001,-2.2729999999999997,-3.667
1760590689.0,244.5,636.0,161.0,162.0,360.0,480.0,300.0,-1.44,1.3739999999999997,-4.2379999999999995
1760590731.0,231.0,199.5,138.0,137.0,360.0,480.0,300.0,1.1180000000000003,1.686,-5.156
1760590770.0,103.0,143.0,138.0,138.0,360.0,480.0,300.0,1.4720000000000004,2.4960000000000004,-5.088
1760590808.0,504.0,276.5,148.0,147.0,360.0,480.0,300.0,0.585,-0.06599999999999984,-4.749
1760590848.0,837.5,471.5,137.0,137.0,360.0,480.0,300.0,-0.6379999999999999,-2.2350000000000003,-5.152
1760590888.0,709.5,257.0,145.0,146.0,360.0,480.0,300.0,0.71,-1.3250000000000002,-4.795
1760590930.0,408.5,581.5,141.0,141.0,360.0,480.0,300.0,-1.321,0.5289999999999999,-5.0120000000000005
1760590970.0,694.0,262.0,138.0,138.0,360.0,480.0,300.0,0.7130000000000001,-1.306,-5.123
1760591010.0,582.0,219.0,148.0,148.0,360.0,480.0,300.0,0.9300000000000002,-0.536,-4.742
1760591052.0,457.5,324.5,155.0,155.0,360.0,480.0,300.0,0.2829999999999999,0.20399999999999974,-4.4879999999999995
1760591090.0,183.0,113.5,160.0,161.0,360.0,480.0,300.0,1.4489999999999998,1.7240000000000002,-4.318
1760591129.0,120.5,164.5,141.0,141.0,360.0,480.0,300.0,1.3150000000000004,2.351,-5.02
1760591168.0,485.5,482.5,155.0,155.0,360.0,480.0,300.0,-0.6219999999999999,0.04499999999999993,-4.465
1760591208.0,717.0,376.0,138.0,138.0,360.0,480.0,300.0,-0.02499999999999991,-1.4529999999999998,-5.101
1760591248.0,407.5,74.5,143.0,143.0,360.0,480.0,300.0,1.846,0.5259999999999998,-4.878
1760591290.0,720.0,588.0,156.0,156.0,360.0,480.0,300.0,-1.217,-1.291,-4.41
1760591330.0,490.5,120.5,167.0,167.0,360.0,480.0,300.0,1.3559999999999999,0.02200000000000024,-4.102
1760591372.0,611.5,154.5,163.0,163.0,360.0,480.0,300.0,1.202,-0.6429999999999998,-4.203
1760591411.0,339.92608642578125,645.951416015625,144.0,144.0,360.0,480.0,300.0,-1.444,0.5860000000000003,-3.875
1760591451.0,857.0,489.0,156.0,156.0,360.0,480.0,300.0,-0.6549999999999998,-2.072,-4.437
1760591491.0,207.5,279.5,153.0,153.0,360.0,480.0,300.0,0.5499999999999998,1.6589999999999998,-4.548
1760591533.0,410.5,609.5,173.0,173.0,360.0,480.0,300.0,-1.207,0.43599999999999994,-3.965
1760591570.0,520.0,567.5,184.0,185.0,360.0,480.0,300.0,-0.9180000000000001,-0.11699999999999999,-3.62
1760591612.0,375.5,407.0,135.0,136.0,360.0,480.0,300.0,-0.2250000000000001,0.7599999999999998,-5.215
1760591651.0,542.0,584.5,152.0,151.0,360.0,480.0,300.0,-1.239,-0.2879999999999998,-4.616
1760591691.0,627.0,599.0,174.0,174.0,360.0,480.0,300.0,-1.144,-0.6749999999999998,-3.9050000000000002
1760591730.0,224.0,249.5,178.0,179.0,360.0,480.0,300.0,0.6320000000000001,1.359,-3.792
1760591770.0,406.0,361.0,168.0,168.0,360.0,480.0,300.0,0.07699999999999996,0.4690000000000003,-4.0760000000000005
1760591810.0,508.0,399.0,146.0,146.0,360.0,480.0,300.0,-0.1589999999999998,-0.0950000000000002,-4.809
1760591848.0,445.5,592.0,187.0,188.0,360.0,480.0,300.0,-1.021,0.23800000000000043,-3.584
1760591885.0,803.0,359.0,144.0,144.0,360.0,480.0,300.0,0.08899999999999997,-1.9169999999999998,-4.882
1760591925.0,5.0,38.5,12.0,12.0,360.0,480.0,300.0,1.5499999999999998,2.49,-4.146
1760591965.0,77.5,463.5,149.0,149.0,360.0,480.0,300.0,-0.5409999999999999,2.492,-4.717
1760592006.0,192.5,388.5,137.0,137.0,360.0,480.0,300.0,-0.1070000000000002,1.9489999999999998,-5.164
1760592045.0,622.0,393.5,166.0,167.0,360.0,480.0,300.0,-0.10000000000000009,-0.6789999999999998,-4.115
1760592083.0,625.0,284.0,140.0,140.0,360.0,480.0,300.0,0.5630000000000002,-0.8399999999999999,-5.034
1760592125.0,651.0,502.5,170.0,171.0,360.0,480.0,300.0,-0.6640000000000001,-0.8159999999999998,-4.014
1760592166.0,122.0,156.5,174.0,175.0,360.0,480.0,300.0,1.12,1.9029999999999996,-3.878
1760592205.0,342.5,390.0,157.0,158.0,360.0,480.0,300.0,-0.08899999999999997,0.851,-4.379
1760592243.0,858.5,640.5,159.0,159.0,360.0,480.0,300.0,-1.491,-2.0460000000000003,-4.322
1760592283.0,725.0,399.5,160.0,159.0,360.0,480.0,300.0,-0.14000000000000012,-1.295,-4.345
1760592323.0,406.5,532.5,133.0,133.0,360.0,480.0,300.0,-1.077,0.5679999999999996,-5.333
1760592365.0,477.0,502.5,170.0,169.0,360.0,480.0,300.0,-0.6680000000000001,0.09199999999999964,-4.054
